Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),SPACE2-1:Zone Total Internal Radiant Heating Rate [W](TimeStep),SPACE2-1:Zone People Occupant Count [](TimeStep),SPACE2-1:Zone Infiltration Air Change Rate [ach](TimeStep),SPACE2-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE2-1:Zone Air System Sensible Cooling Rate [W](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),MAIN COOLING COIL 1:Cooling Coil Total Cooling Rate [W](TimeStep),MAIN COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Mean Radiant Temperature [C](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Clothing Value [clo](TimeStep),CLG-SETP-SCH:Schedule Value [](TimeStep),AIRCOOLING-FAN:Schedule Value [](TimeStep),AIR VELOCITY-FAN:Schedule Value [](TimeStep),FANAVAILSCHED:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),Electricity:Building [J](TimeStep),Fans:Electricity [J](TimeStep),SPACE2-1:Zone Mechanical Ventilation Mass Flow Rate [kg/s](TimeStep),SPACE2-1:Zone Mechanical Ventilation Air Changes per Hour [ach](TimeStep) 
 07/14  00:05:00,28.191666666666664,26.001613273636225,14.0821425,0.0,0.0,3.84615,0.0,29.282818222408119,40.0,0.0,0.0,2.122105390323495,29.17738954404863,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:10:00,27.983333333333336,25.8385639574166,14.0821425,0.0,0.0,3.84615,0.0,29.257251919395484,40.0,0.0,0.0,2.113969398168262,29.150852660376026,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:15:00,27.775,25.675144640486317,14.0821425,0.0,0.0,3.84615,0.0,29.231568098939986,40.0,0.0,0.0,2.105907450523228,29.124695097229404,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:20:00,27.566666666666668,25.511379801771605,14.0821425,0.0,0.0,3.84615,0.0,29.205780585606264,40.0,0.0,0.0,2.0978703769192168,29.09887952299588,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:25:00,27.358333333333328,25.347267437958,14.0821425,0.0,0.0,3.84615,0.0,29.179994590575928,40.0,0.0,0.0,2.0898572871722629,29.073380584900275,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:30:00,27.15,25.182800518525334,14.0821425,0.0,0.0,3.84615,0.0,29.154342834836699,40.0,0.0,0.0,2.0819017080252557,29.048309341010758,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:35:00,26.941666666666668,25.01798533143485,14.0821425,0.0,0.0,3.84615,0.0,29.128888381707804,40.0,0.0,0.0,2.0754224275892918,29.023498489417326,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:40:00,26.733333333333336,24.852821158363424,14.0821425,0.0,0.0,3.84615,0.0,29.103607701254189,40.0,0.0,0.0,2.067624258273682,28.998877739513245,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:45:00,26.525,24.68730888693277,14.0821425,0.0,0.0,3.84615,0.0,29.07846088477095,40.0,0.0,0.0,2.0598863446202695,28.974474311215098,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:50:00,26.316666666666664,24.521446218969229,14.0821425,0.0,0.0,3.84615,0.0,29.053423463434279,40.0,0.0,0.0,2.052201609403126,28.950287531703503,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  00:55:00,26.10833333333333,24.3552419264464,14.0821425,0.0,0.0,3.84615,0.0,29.02848551006658,40.0,0.0,0.0,2.0445642733444555,28.926307118167398,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:00:00,25.9,24.18868691643404,14.0821425,0.0,0.0,3.84615,0.0,29.003641653348557,40.0,0.0,0.0,2.036970810106315,28.902519453434658,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:05:00,25.874999999999998,24.187244215124129,14.0821425,0.0,0.0,3.84615,0.0,28.979223932422529,40.0,0.0,0.0,2.0295530149874887,28.879911194569595,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:10:00,25.849999999999999,24.185773443273477,14.0821425,0.0,0.0,3.84615,0.0,28.95553423349621,40.0,0.0,0.0,2.022240822980962,28.857528375945987,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:15:00,25.824999999999997,24.184257940330224,14.0821425,0.0,0.0,3.84615,0.0,28.932668213950718,40.0,0.0,0.0,2.015166531096404,28.835958862275878,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:20:00,25.800000000000006,24.1826825488314,14.0821425,0.0,0.0,3.84615,0.0,28.910534401169888,40.0,0.0,0.0,2.0082913724984405,28.814789711522257,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:25:00,25.775,24.181073761556755,14.0821425,0.0,0.0,3.84615,0.0,28.88896404700428,40.0,0.0,0.0,2.0015199280579898,28.7934300807005,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:30:00,25.75,24.179418485514085,14.0821425,0.0,0.0,3.84615,0.0,28.867874685874307,40.0,0.0,0.0,1.9949512605131284,28.77283803704367,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:35:00,25.725,24.177721471580595,14.0821425,0.0,0.0,3.84615,0.0,28.847210479671419,40.0,0.0,0.0,1.9885206002883747,28.75264010707117,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:40:00,25.700000000000004,24.175972890470374,14.0821425,0.0,0.0,3.84615,0.0,28.82688962785536,40.0,0.0,0.0,1.9821352807724675,28.732218979924768,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:45:00,25.675000000000006,24.174183335651557,14.0821425,0.0,0.0,3.84615,0.0,28.80691526336492,40.0,0.0,0.0,1.9759144339575959,28.712569746448126,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:50:00,25.650000000000003,24.172359696897293,14.0821425,0.0,0.0,3.84615,0.0,28.787318365469007,40.0,0.0,0.0,1.9697882441236705,28.693168358867035,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  01:55:00,25.625000000000005,24.170480769767523,14.0821425,0.0,0.0,3.84615,0.0,28.768084605386059,40.0,0.0,0.0,1.9637735014015277,28.674098692417897,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:00:00,25.6,24.168560044552444,14.0821425,0.0,0.0,3.84615,0.0,28.749152408874747,40.0,0.0,0.0,1.9578851465909915,28.655491968143264,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:05:00,25.59166666666667,24.171618696971323,14.0821425,0.0,0.0,3.84615,0.0,28.730435184224349,40.0,0.0,0.0,1.9520185764078087,28.63664834999843,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:10:00,25.583333333333337,24.17468341212435,14.0821425,0.0,0.0,3.84615,0.0,28.71196204507892,40.0,0.0,0.0,1.9462980980510652,28.61861009816109,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:15:00,25.575000000000004,24.177730562523935,14.0821425,0.0,0.0,3.84615,0.0,28.693799965907066,40.0,0.0,0.0,1.9406600232912399,28.600863063866595,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:20:00,25.56666666666667,24.180767205539288,14.0821425,0.0,0.0,3.84615,0.0,28.675978480123125,40.0,0.0,0.0,1.9351219934199944,28.583451653265919,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:25:00,25.55833333333333,24.183790795535307,14.0821425,0.0,0.0,3.84615,0.0,28.658495377373126,40.0,0.0,0.0,1.9296868778689199,28.56635763475313,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:30:00,25.55,24.18681765403061,14.0821425,0.0,0.0,3.84615,0.0,28.641335762187877,40.0,0.0,0.0,1.9243536383318012,28.549576503202745,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:35:00,25.541666666666669,24.189825751090969,14.0821425,0.0,0.0,3.84615,0.0,28.624484790936628,40.0,0.0,0.0,1.9191189669926683,28.533103427970837,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:40:00,25.533333333333336,24.19283354440489,14.0821425,0.0,0.0,3.84615,0.0,28.607947301697906,40.0,0.0,0.0,1.9139974969931218,28.517067826831,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:45:00,25.525,24.195831332857368,14.0821425,0.0,0.0,3.84615,0.0,28.591716388595786,40.0,0.0,0.0,1.908958834712464,28.501235579796405,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:50:00,25.516666666666667,24.198809701899785,14.0821425,0.0,0.0,3.84615,0.0,28.57577836954418,40.0,0.0,0.0,1.9040134550876358,28.485694178895228,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  02:55:00,25.508333333333334,24.201788271190599,14.0821425,0.0,0.0,3.84615,0.0,28.560124829564985,40.0,0.0,0.0,1.899159275905718,28.47044647789974,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:00:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.544751385503529,40.0,0.0,0.0,1.8943936562449578,28.45548399064019,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:05:00,25.5,24.204748905623388,14.0821425,0.0,0.0,3.84615,0.0,28.529654872575838,40.0,0.0,0.0,1.8897151923359086,28.440801856768318,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:10:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.514835045604206,40.0,0.0,0.0,1.8851238927076773,28.42640467835441,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:15:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.50029394666078,40.0,0.0,0.0,1.880619455545396,28.412290499568166,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:20:00,25.500000000000005,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.48603309229959,40.0,0.0,0.0,1.8762015180331735,28.39845363550708,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:25:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.472050968347209,40.0,0.0,0.0,1.871869107392163,28.384885452613668,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:30:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.458344622365119,40.0,0.0,0.0,1.867621726581279,28.37158368620925,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:35:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.44491131778221,40.0,0.0,0.0,1.8634582961975022,28.358544565420929,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:40:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.43174873377119,40.0,0.0,0.0,1.8593776129044575,28.345762801535117,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:45:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.418854886307537,40.0,0.0,0.0,1.8553785286862886,28.33323274801335,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:50:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.40622859506254,40.0,0.0,0.0,1.8514598524188156,28.32094811691688,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  03:55:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.393871549739968,40.0,0.0,0.0,1.8476201118640475,28.308899753925635,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:00:00,25.5,24.204756524917298,14.0821425,0.0,0.0,3.84615,0.0,28.381769062135274,40.0,0.0,0.0,1.8438651837039946,28.297129167513945,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:05:00,25.508333333333334,24.201780654906274,14.0821425,0.0,0.0,3.84615,0.0,28.369880472802096,40.0,0.0,0.0,1.8401908786113184,28.285625108156486,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:10:00,25.516666666666667,24.198809701899785,14.0821425,0.0,0.0,3.84615,0.0,28.358184932734028,40.0,0.0,0.0,1.8365863660927485,28.274359751726853,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:15:00,25.525,24.195831332857368,14.0821425,0.0,0.0,3.84615,0.0,28.34668026128935,40.0,0.0,0.0,1.8330485073916765,28.263337404908357,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:20:00,25.53333333333334,24.19283354440489,14.0821425,0.0,0.0,3.84615,0.0,28.33537229161797,40.0,0.0,0.0,1.8295760546348956,28.252552316501025,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:25:00,25.541666666666666,24.189825751090969,14.0821425,0.0,0.0,3.84615,0.0,28.324266747632938,40.0,0.0,0.0,1.8261693647026836,28.241998741081674,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:30:00,25.55,24.18681765403061,14.0821425,0.0,0.0,3.84615,0.0,28.313366380871149,40.0,0.0,0.0,1.8228286862297947,28.231671356837439,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:35:00,25.558333333333335,24.183790795535307,14.0821425,0.0,0.0,3.84615,0.0,28.302671228638759,40.0,0.0,0.0,1.8195538494200688,28.22156522406697,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:40:00,25.56666666666667,24.180767205539288,14.0821425,0.0,0.0,3.84615,0.0,28.292179725946629,40.0,0.0,0.0,1.8163442318674182,28.211675671359147,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:45:00,25.575000000000004,24.177730562523935,14.0821425,0.0,0.0,3.84615,0.0,28.28188958560856,40.0,0.0,0.0,1.8131989880616469,28.201998223210866,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:50:00,25.583333333333337,24.17468341212435,14.0821425,0.0,0.0,3.84615,0.0,28.27179824848944,40.0,0.0,0.0,1.810117102570191,28.19252855927851,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  04:55:00,25.59166666666667,24.17162628284753,14.0821425,0.0,0.0,3.84615,0.0,28.261903046654166,40.0,0.0,0.0,1.8070975942526797,28.18326248812864,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:00:00,25.6,24.168560044552444,14.0821425,0.0,0.0,3.84615,0.0,28.252201243315495,40.0,0.0,0.0,1.8041393822158534,28.174195927808485,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:05:00,25.608333333333336,24.165476073495939,14.0821425,0.0,0.0,3.84615,0.0,28.24356258848052,40.0,0.0,0.0,1.801692962260565,28.168728736049169,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:10:00,25.616666666666668,24.162407217845244,14.0821425,0.0,0.0,3.84615,0.0,28.235825764604554,40.0,0.0,0.0,1.7992058476793312,28.161533199638208,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:15:00,25.625000000000005,24.159314937947536,14.0821425,0.0,0.0,3.84615,0.0,28.22866112905158,40.0,0.0,0.0,1.7969526308447062,28.15489407276859,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:20:00,25.633333333333338,24.156219090436119,14.0821425,0.0,0.0,3.84615,0.0,28.22190204953943,40.0,0.0,0.0,1.794852148551942,28.148641268476746,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:25:00,25.641666666666667,24.153103572427967,14.0821425,0.0,0.0,3.84615,0.0,28.21579589643202,40.0,0.0,0.0,1.7929837746125768,28.143595989008966,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:30:00,25.65,24.149987871421467,14.0821425,0.0,0.0,3.84615,0.0,28.21010404384322,40.0,0.0,0.0,1.791133580668908,28.137813844536347,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:35:00,25.65833333333333,24.14686200022,14.0821425,0.0,0.0,3.84615,0.0,28.204642053839416,40.0,0.0,0.0,1.7894060972855553,28.132402280393305,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:40:00,25.666666666666669,24.143726487043414,14.0821425,0.0,0.0,3.84615,0.0,28.19977371545513,40.0,0.0,0.0,1.7879310313389705,28.128587782219367,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:45:00,25.674999999999998,24.14058126361243,14.0821425,0.0,0.0,3.84615,0.0,28.196128932565299,40.0,0.0,0.0,1.7867940342930556,28.126529201578017,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:50:00,25.683333333333335,24.13742608516707,14.0821425,0.0,0.0,3.84615,0.0,28.193872474201599,40.0,0.0,0.0,1.7859672551004693,28.125172417847009,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
 07/14  05:55:00,25.691666666666664,24.134265531465599,14.0821425,0.0,0.0,3.84615,0.0,28.192468157536074,40.0,0.0,0.0,1.7853287449383442,28.12337675777673,0.7499999951999999,40.0,0.0,0.0,0.0,138009.225,0.0,138009.225,0.0,0.0,0.0 
